index,datetime,pm2_5,pm10,no2,so2,co,no,o3,nh3
11146,09-03-2022 10:30,55.26,61.58,9.77,17.4,574.11,1.19,101.57,9.12
11147,09-03-2022 11:30,54.79,60.34,6.51,17.64,520.71,0.78,134.47,7.41
11148,09-03-2022 12:30,49.5,53.96,2.72,12.04,413.89,0.29,134.47,3.51
11149,09-03-2022 13:30,47.67,51.9,2.91,10.97,397.21,0.21,127.32,2.98
11150,09-03-2022 14:30,45.71,49.84,3.73,10.97,393.87,0.1,120.16,3.1
11151,09-03-2022 15:30,44.58,48.69,4.76,11.44,400.54,0.09,115.87,3.39
11152,09-03-2022 16:30,43.27,47.42,5.65,11.92,417.23,0.21,117.3,3.7
11153,09-03-2022 17:30,40.31,44.37,6.51,11.44,427.25,0.2,118.73,3.77
11154,09-03-2022 18:30,37.73,42.62,11.31,12.04,487.33,0.07,105.86,5.13
11155,09-03-2022 19:30,37.28,43.87,13.37,12.99,560.76,0,92.98,7.03
11156,09-03-2022 20:30,38.55,46.52,11.65,12.28,567.44,0,92.98,8.49
11157,09-03-2022 21:30,41.77,50.76,11.14,11.92,587.46,0,88.69,10.51
11158,09-03-2022 22:30,46.45,56.71,13.88,12.4,654.22,0,75.82,12.79
11159,09-03-2022 23:30,48.28,58.87,16.28,12.04,680.92,0,63.66,13.55
11160,10-03-2022 00:30,52.32,63.92,22.96,11.32,761.03,0,42.56,14.95
11161,10-03-2022 01:30,59.53,72.95,26.05,11.09,867.84,0.01,25.39,16.97
11162,10-03-2022 02:30,65.1,79.68,23.99,11.09,921.25,0.04,18.42,19
11163,10-03-2022 03:30,66.91,82.66,22.62,10.85,907.9,0.08,14.84,21.79
11164,10-03-2022 04:30,67.55,84.48,22.28,11.68,881.2,0.16,12.52,26.09
11165,10-03-2022 05:30,70.33,88.46,25.02,14.31,894.55,0.57,8.4,31.41
11166,10-03-2022 06:30,80.85,101.78,30.16,20.03,1094.82,5.36,2.35,37.49
11167,10-03-2022 07:30,112.13,140.99,30.85,27.89,1762.39,32.63,0.07,41.04
11168,10-03-2022 08:30,153.57,190.13,32.22,30.99,2643.59,76.89,1.35,36.98
11169,10-03-2022 09:30,81.47,94.21,40.44,36.24,1214.98,7.82,58.65,16.09
11170,10-03-2022 10:30,76.74,86.1,28.79,40.05,1041.41,4.14,110.15,13.93
11171,10-03-2022 11:30,75.33,83.01,17.82,37.67,881.2,1.9,164.51,12.03
11172,10-03-2022 12:30,53.94,58.25,4.84,16.69,507.35,0.44,154.5,4.62
11173,10-03-2022 13:30,49.43,53.25,3.9,13.11,453.95,0.28,144.48,3.45
11174,10-03-2022 14:30,47,50.71,4.46,12.87,447.27,0.2,138.76,3.32
11175,10-03-2022 15:30,49.91,54.6,13.37,15.97,547.41,0.51,118.73,5
11176,10-03-2022 16:30,58.05,65,29.82,19.79,767.71,1.19,95.84,7.85
11177,10-03-2022 17:30,64.52,73.78,47.3,21.93,974.66,1.27,73.67,10.64
11178,10-03-2022 18:30,75.49,88.37,67.86,25.99,1255.04,0.42,45.78,15.71
11179,10-03-2022 19:30,96.45,115,81.57,31.95,1682.28,0.18,17.7,21.28
11180,10-03-2022 20:30,120.19,143.38,85,37.19,2029.42,0.81,8.4,26.09
11181,10-03-2022 21:30,157.5,186.74,89.11,44.35,2536.77,3.69,3.13,35.97
11182,10-03-2022 22:30,198.17,236.75,89.11,50.54,3097.53,14.31,0.08,50.16
11183,10-03-2022 23:30,197.81,242,83.63,49.11,3017.43,22.58,0.01,58.26
11184,11-03-2022 00:30,159.32,202.15,75.4,40.53,2376.56,19.89,0.02,60.8
11185,11-03-2022 01:30,137.74,178.29,69.23,36.24,1976.01,14.08,0.05,63.33
11186,11-03-2022 02:30,129.85,169.05,65.8,34.33,1789.09,10.39,0.1,65.86
11187,11-03-2022 03:30,120.68,159.02,60.32,31.95,1602.17,7.1,0.28,65.86
11188,11-03-2022 04:30,119.92,158.79,56.89,32.42,1548.77,6.93,0.16,68.9
11189,11-03-2022 05:30,139.44,180.63,58.26,38.15,1815.8,11.96,0.02,74.98
11190,11-03-2022 06:30,184.89,231.6,59.63,39.1,2483.37,25.7,0,65.86
11191,11-03-2022 07:30,243.14,297.71,52.09,37.19,3417.97,58.11,0.07,50.16
11192,11-03-2022 08:30,294.95,353.21,47.98,36.24,4379.27,99.24,1.63,39.52
11193,11-03-2022 09:30,165.83,184.32,59.63,42.44,2162.93,14.19,55.79,23.56
11194,11-03-2022 10:30,125.62,137.91,36.33,40.05,1535.42,4.92,131.61,16.47
11195,11-03-2022 11:30,108.02,117.44,18.51,38.15,1108.17,1.7,203.13,12.92
11196,11-03-2022 12:30,69.51,74.58,4.16,16.45,527.38,0.39,168.8,3.89
11197,11-03-2022 13:30,60.17,64.56,3.43,12.76,460.62,0.31,155.93,2.69
11198,11-03-2022 14:30,56.8,60.99,3.94,12.87,453.95,0.3,154.5,2.69
11199,11-03-2022 15:30,65.3,71.94,20.73,17.88,674.25,1.37,148.77,7.98
11200,11-03-2022 16:30,83.77,94.89,54.84,28.37,1121.52,2.43,151.63,18.49
11201,11-03-2022 17:30,103.72,118.6,95.96,39.58,1588.82,2.07,130.18,27.87
11202,11-03-2022 18:30,123.39,141.46,119.27,51.02,1976.01,0.45,90.84,35.97
11203,11-03-2022 19:30,135.45,156.97,112.41,57.22,2162.93,0,58.65,41.54
11204,11-03-2022 20:30,138.82,162.38,97.33,55.79,2162.93,0,38.27,42.05
11205,11-03-2022 21:30,151.67,180.54,91.85,53.41,2376.56,0.89,13.05,45.6
11206,11-03-2022 22:30,177.84,216.46,93.22,62.94,2803.8,11.4,0.27,62.32
11207,11-03-2022 23:30,187.41,231.17,91.85,66.76,2964.02,24.36,0,73.97
11208,12-03-2022 00:30,178.62,221.48,91.85,62.94,2857.21,29.95,0,80.05
11209,12-03-2022 01:30,163.87,205.34,85.68,57.22,2563.48,26.82,0,82.08
11210,12-03-2022 02:30,143.45,183.54,70.6,48.64,2162.93,21.46,0.01,78.02
11211,12-03-2022 03:30,119.78,158.03,52.78,35.29,1708.98,15.2,0.03,68.9
11212,12-03-2022 04:30,104.52,140.46,40.1,25.27,1415.25,11.62,0.05,58.77
11213,12-03-2022 05:30,97.73,130.9,31.19,18.6,1268.39,11.73,0.04,48.64
11214,12-03-2022 06:30,98.94,130.28,25.7,19.07,1321.79,17.21,0.02,46.1
11215,12-03-2022 07:30,114.19,148.36,26.73,29.56,1695.63,36.66,0.1,58.26
11216,12-03-2022 08:30,134.15,173.02,34.27,41.96,2243.04,63.48,2.35,71.94
11217,12-03-2022 09:30,135.08,171.7,59.63,46.73,2243.04,43.36,20.38,65.86
11218,12-03-2022 10:30,132.26,158.63,63.06,44.35,1895.9,12.29,104.43,46.61
11219,12-03-2022 11:30,110.36,124.32,26.73,32.9,1281.74,2.63,194.55,25.08
11220,12-03-2022 12:30,52.28,56.13,3.04,11.09,494,0.34,141.62,5.26
11221,12-03-2022 13:30,44.39,47.76,2.33,8.46,427.25,0.27,131.61,3.45
11222,12-03-2022 14:30,42.51,45.96,2.59,8.46,417.23,0.27,128.75,3.26
11223,12-03-2022 15:30,42.21,45.8,3.08,8.7,417.23,0.26,130.18,3.29
11224,12-03-2022 16:30,42.71,46.39,3.9,8.94,433.92,0.23,128.75,3.58
11225,12-03-2022 17:30,43.19,46.85,5.06,8.82,467.3,0.14,127.32,4.12
11226,12-03-2022 18:30,53.49,60.64,26.05,12.4,774.38,0.13,77.25,8.87
11227,12-03-2022 19:30,75.7,89.82,47.98,19.31,1268.39,0.06,27.54,15.33
11228,12-03-2022 20:30,102.15,122.86,60.32,25.99,1762.39,2.15,4.96,21.03
11229,12-03-2022 21:30,129.58,154.89,63.75,30.99,2136.23,5.48,1.07,25.59
11230,12-03-2022 22:30,142.06,171.28,60.32,28.61,2269.74,9.5,0.23,25.84
11231,12-03-2022 23:30,117.15,147.73,52.78,17.88,1869.2,8.27,0.39,22.04
11232,13-03-2022 00:30,81.27,109.26,42.84,9.78,1255.04,3.58,1.39,21.03
11233,13-03-2022 01:30,71.83,99.16,37.7,10.37,1041.41,1.54,3,28.12
11234,13-03-2022 02:30,74.58,101.98,36.67,13.59,1001.36,0.68,4.74,38
11235,13-03-2022 03:30,78.83,105.87,36.33,16.69,988.01,0.31,7.69,48.13
11236,13-03-2022 04:30,82.68,110.52,35.64,19.07,974.66,0.21,9.3,58.77
11237,13-03-2022 05:30,87.99,116.58,37.01,20.27,1028.06,0.64,6.26,64.34
11238,13-03-2022 06:30,90.43,116.84,35.99,16.69,1134.87,2.37,3.53,45.09
11239,13-03-2022 07:30,98.61,124.32,35.64,18.6,1415.25,13.19,0.59,34.45
11240,13-03-2022 08:30,108.73,136.01,34.62,22.41,1735.69,32.19,4.78,31.92
11241,13-03-2022 09:30,102.71,126.77,41.13,24.08,1615.52,20.79,29.33,26.09
11242,13-03-2022 10:30,91.71,111.02,30.85,22.65,1281.74,6.48,94.41,17.99
11243,13-03-2022 11:30,75.31,89.37,13.71,18.84,847.82,1.68,154.5,13.43
11244,13-03-2022 12:30,44.6,51.85,2.53,9.89,407.22,0.32,141.62,5.45
11245,13-03-2022 13:30,39.12,45.12,2.14,8.46,370.5,0.29,135.9,3.77
11246,13-03-2022 14:30,36.75,42.51,2.29,8.34,357.15,0.29,135.9,3.42
11247,13-03-2022 15:30,35.88,41.64,2.61,8.11,350.48,0.3,137.33,3.36
11248,13-03-2022 16:30,35.32,41.28,3.34,7.99,353.81,0.32,135.9,3.51
11249,13-03-2022 17:30,34.31,40.41,4.37,7.63,353.81,0.26,130.18,3.67
11250,13-03-2022 18:30,36.5,44.09,11.82,8.7,447.27,0.13,103,5.83
11251,13-03-2022 19:30,41.85,52.75,18.34,10.25,574.11,0,75.1,9.37
11252,13-03-2022 20:30,45.13,58.88,19.19,10.49,627.52,0,63.66,12.03
11253,13-03-2022 21:30,48.24,64.11,19.54,10.97,667.57,0,57.22,14.57
11254,13-03-2022 22:30,52.17,70.37,21.42,11.44,720.98,0,47.92,16.47
11255,13-03-2022 23:30,50.68,69.43,21.93,9.42,680.92,0,40.05,16.72
11256,14-03-2022 00:30,47.28,64.83,20.73,7.21,600.81,0,34.33,16.21
11257,14-03-2022 01:30,49.51,67.27,20.39,8.34,627.52,0.01,26.46,17.48
11258,14-03-2022 02:30,53.9,71.48,19.02,10.13,694.27,0.02,22.17,18.24
11259,14-03-2022 03:30,55.02,71.86,16.96,10.97,714.3,0.02,22.17,18.24
11260,14-03-2022 04:30,54.02,70.13,16.11,12.16,714.3,0.02,23.6,17.73
11261,14-03-2022 05:30,53.64,69.35,17.99,14.54,741,0.02,25.03,17.73
11262,14-03-2022 06:30,53.28,69.56,23.65,18.6,807.76,0.04,27.54,18.24
11263,14-03-2022 07:30,63.71,84.41,40.1,25.75,1108.17,1.82,13.77,20.77
11264,14-03-2022 08:30,77.36,102.71,44.55,32.42,1468.66,15.2,15.74,23.31
11265,14-03-2022 09:30,90.1,116.97,47.3,38.62,1668.93,17.66,41.13,23.56
11266,14-03-2022 10:30,93.49,117.39,40.44,39.58,1508.71,8.05,107.29,20.27
11267,14-03-2022 11:30,81.28,99.48,21.25,32.42,1054.76,2.43,185.97,15.83
11268,14-03-2022 12:30,27.86,36.8,3.51,10.73,353.81,0.47,144.48,5
11269,14-03-2022 13:30,23.93,31.42,2.78,8.23,313.76,0.39,140.19,3.93
11270,14-03-2022 14:30,22.88,29.92,2.91,7.87,307.08,0.39,141.62,3.8
11271,14-03-2022 15:30,22.34,29.19,3.17,7.39,307.08,0.39,141.62,3.74
11272,14-03-2022 16:30,21.74,28.65,3.77,7.09,307.08,0.39,138.76,3.83
11273,14-03-2022 17:30,20.89,27.97,4.76,6.74,310.42,0.32,131.61,3.99
11274,14-03-2022 18:30,27.12,37.58,21.76,10.37,540.73,0.38,87.26,7.98
11275,14-03-2022 19:30,39.01,56.97,37.36,15.74,854.49,0,44.7,13.93
11276,14-03-2022 20:30,46.65,71.77,40.1,18.12,974.66,0.01,29.68,17.99
11277,14-03-2022 21:30,50.68,80.58,38.39,18.84,1001.36,0.02,26.82,20.52
11278,14-03-2022 22:30,49.07,80.42,33.59,16.45,921.25,0.02,26.46,20.01
11279,14-03-2022 23:30,37.36,63.53,22.96,9.89,647.54,0,38.62,16.21
11280,15-03-2022 00:30,32.37,52.72,18.16,7.15,514.03,0,45.78,14.06
11281,15-03-2022 01:30,36.28,56.05,17.65,8.46,547.41,0,40.05,15.33
11282,15-03-2022 02:30,41.9,63.07,18.51,10.37,620.84,0,30.4,17.48
11283,15-03-2022 03:30,46.76,69.73,19.36,11.8,674.25,0.02,22.89,20.27
11284,15-03-2022 04:30,49.94,73.78,20.22,12.52,707.63,0.07,17.17,22.29
11285,15-03-2022 05:30,54.9,79.84,23.99,14.31,787.73,0.43,10.01,24.07
11286,15-03-2022 06:30,67.98,97.23,31.19,20.03,1068.12,5.7,2.12,29.64
11287,15-03-2022 07:30,96.65,138.01,35.99,33.86,1708.98,32.63,0.22,45.09
11288,15-03-2022 08:30,126.31,181.08,47.3,49.11,2456.67,71.53,4.16,63.33
11289,15-03-2022 09:30,137.66,199.68,80.2,55.31,2563.48,53.64,25.75,61.3
11290,15-03-2022 10:30,145.89,205.15,76.77,46.25,2243.04,16.99,104.43,41.04
11291,15-03-2022 11:30,124.23,173.28,31.19,30.99,1455.31,3.16,211.72,22.29
11292,15-03-2022 12:30,37.92,67.79,3.17,9.54,360.49,0.42,134.47,5.45
11293,15-03-2022 13:30,31.7,59.11,2.23,5.96,307.08,0.34,120.16,3.96
11294,15-03-2022 14:30,28.19,51.65,2.08,4.95,290.39,0.31,115.87,3.48
11295,15-03-2022 15:30,25.42,45.2,2.18,4.53,283.72,0.31,114.44,3.26
11296,15-03-2022 16:30,24.92,43.84,2.78,4.71,287.06,0.34,114.44,3.42
11297,15-03-2022 17:30,25.49,45.23,3.64,4.89,293.73,0.29,111.58,3.7
11298,15-03-2022 18:30,38.6,64.15,34.96,11.68,734.33,1.19,50.07,11.15
11299,15-03-2022 19:30,57.25,93.75,53.47,20.03,1201.63,4.69,4.52,22.04
11300,15-03-2022 20:30,65.32,111.61,47.98,24.08,1308.44,13.75,0.14,30.91
11301,15-03-2022 21:30,68.75,122.25,45.93,26.23,1321.79,15.42,0.07,38
11302,15-03-2022 22:30,67.19,123.01,40.78,23.37,1214.98,13.3,0.18,34.45
11303,15-03-2022 23:30,55.83,105.13,36.33,15.5,907.9,4.92,3.49,23.31
11304,16-03-2022 00:30,48.65,88.18,25.7,10.13,627.52,0.04,24.32,16.09
11305,16-03-2022 01:30,54.11,91.08,20.73,10.73,614.17,0,32.9,16.97
11306,16-03-2022 02:30,61.77,99.68,20.39,12.64,674.25,0,30.76,21.03
11307,16-03-2022 03:30,67.33,106.4,21.42,15.74,714.3,0,32.9,30.4
11308,16-03-2022 04:30,69.57,109.11,21.93,17.88,720.98,0,36.84,39.52
11309,16-03-2022 05:30,71.48,111.72,25.36,19.79,754.36,0.01,31.83,46.61
11310,16-03-2022 06:30,78.35,121.38,38.73,24.8,961.3,1.17,13.95,55.73
11311,16-03-2022 07:30,96.34,146.36,50.04,35.29,1468.66,20.79,0.61,67.89
11312,16-03-2022 08:30,110.39,166.23,53.47,42.44,1949.31,50.96,6.62,71.94
11313,16-03-2022 09:30,101.83,150.24,58.26,31.95,1789.09,33.08,28.25,37.49
11314,16-03-2022 10:30,109.42,154.12,56.21,31.47,1735.69,14.08,88.69,24.07
11315,16-03-2022 11:30,119.79,161.04,31.53,29.09,1415.25,3.41,203.13,18.75
11316,16-03-2022 12:30,36.57,59.99,3.04,7.27,343.8,0.42,131.61,3.8
11317,16-03-2022 13:30,27.48,46.34,2.18,4.65,283.72,0.34,120.16,2.66
11318,16-03-2022 14:30,24.87,42.25,2.08,3.99,270.37,0.32,114.44,2.44
11319,16-03-2022 15:30,25.63,43.7,2.14,3.67,270.37,0.31,113.01,2.47
11320,16-03-2022 16:30,28.5,48.15,2.53,3.67,280.38,0.31,113.01,2.75
11321,16-03-2022 17:30,31.76,53.32,3.17,3.81,293.73,0.23,114.44,3.17
11322,16-03-2022 18:30,39.35,63.73,17.14,7.75,487.33,0.25,85.83,6.97
11323,16-03-2022 19:30,49.49,79.04,30.16,12.64,747.68,0,50.07,12.54
11324,16-03-2022 20:30,54.3,88.85,33.24,14.66,841.14,0,35.76,15.96
11325,16-03-2022 21:30,56.73,94.06,32.22,15.5,867.84,0,30.4,18.24
11326,16-03-2022 22:30,54.57,91.19,26.73,13.35,761.03,0,33.97,17.48
11327,16-03-2022 23:30,48.81,81.01,17.48,9.3,547.41,0,52.93,14.19
11328,17-03-2022 00:30,50.44,78.35,12,9.42,453.95,0,72.96,11.91
11329,17-03-2022 01:30,54.96,81.13,11.48,11.09,473.98,0,70.81,12.67
11330,17-03-2022 02:30,56.29,81.77,12.17,11.44,514.03,0,57.94,14.19
11331,17-03-2022 03:30,57.16,82.74,13.71,11.21,567.44,0,41.48,16.21
11332,17-03-2022 04:30,59.39,86.25,16.45,11.68,634.19,0.01,27.89,19.25
11333,17-03-2022 05:30,64.59,93.89,22.62,14.31,741,0.14,16.27,24.07
11334,17-03-2022 06:30,81.22,115.41,32.9,22.17,1081.47,5.7,3.04,32.42
11335,17-03-2022 07:30,120.11,163.27,34.96,33.38,1922.61,36.66,0.17,36.98
11336,17-03-2022 08:30,163.1,212.31,38.04,39.58,2857.21,77.78,2.86,31.92
11337,17-03-2022 09:30,113.71,149.9,52.09,39.58,1842.5,21.46,37.55,21.79
11338,17-03-2022 10:30,114.55,149.82,43.87,35.29,1642.23,8.16,113.01,20.52
11339,17-03-2022 11:30,87.64,118.27,17.82,20.74,1001.36,1.75,194.55,15.71
11340,17-03-2022 12:30,35.06,55.54,2.01,5.13,317.1,0.27,128.75,4.56
11341,17-03-2022 13:30,30.61,48.26,1.84,4.29,293.73,0.27,124.45,3.42
11342,17-03-2022 14:30,28.93,45.03,2.06,4.41,290.39,0.29,124.45,3.17
11343,17-03-2022 15:30,28.62,43.71,3.3,5.54,303.75,0.44,124.45,3.42
11344,17-03-2022 16:30,28.7,42.95,5.74,7.09,337.12,0.67,121.59,3.96
11345,17-03-2022 17:30,27.82,41.42,8.48,7.63,367.16,0.68,111.58,4.37
11346,17-03-2022 18:30,39.74,58.79,41.47,14.42,827.79,1.24,52.21,14.31
11347,17-03-2022 19:30,59.8,90.6,65.8,25.27,1348.5,4.3,5.23,30.91
11348,17-03-2022 20:30,71.23,115.89,60.32,31.47,1548.77,17.88,0.04,43.57
11349,17-03-2022 21:30,78.13,135.26,54.15,34.81,1628.88,24.14,0.01,52.69
11350,17-03-2022 22:30,76.22,138.47,46.61,30.99,1522.06,22.8,0.01,50.16
11351,17-03-2022 23:30,60.21,108.95,42.16,19.55,1121.52,11.06,1.63,32.17
11352,18-03-2022 00:30,51.3,74.41,19.19,14.78,554.08,0,77.96,11.53
11353,18-03-2022 01:30,60.68,80.84,13.19,18.84,520.71,0,89.41,11.27
11354,18-03-2022 02:30,67.23,87.78,12,20.27,540.73,0,80.82,13.17
11355,18-03-2022 03:30,71.36,93.56,12.51,19.79,580.79,0,67.23,16.21
11356,18-03-2022 04:30,76.15,100.67,15.59,19.31,654.22,0,48.64,20.01
11357,18-03-2022 05:30,85.19,113.08,23.31,21.93,821.11,0.01,29.68,25.59
11358,18-03-2022 06:30,104.35,137.22,39.41,30.52,1228.33,2.63,8.76,34.96
11359,18-03-2022 07:30,138.48,180.88,47.98,44.35,1976.01,29.95,0.29,49.65
11360,18-03-2022 08:30,162.65,213.89,55.52,54.36,2670.29,69.74,4.43,61.81
11361,18-03-2022 09:30,150.04,200.34,74.71,48.64,2483.37,50.07,23.96,49.14
11362,18-03-2022 10:30,129.55,174.82,63.06,35.76,1976.01,15.42,91.55,27.11
11363,18-03-2022 11:30,106.15,143.26,26.73,25.51,1255.04,2.74,197.41,17.23
11364,18-03-2022 12:30,39.42,56.51,2.74,11.68,327.11,0.3,148.77,3.45
11365,18-03-2022 13:30,33.86,49.83,2.53,8.11,293.73,0.25,131.61,2.85
11366,18-03-2022 14:30,32.54,48.37,3.13,7.63,297.07,0.21,124.45,2.91
11367,18-03-2022 15:30,32.99,49.25,6.85,9.42,330.45,0.29,115.87,3.74
11368,18-03-2022 16:30,35.89,52.66,12,11.32,380.52,0.29,110.15,4.75
11369,18-03-2022 17:30,69.38,87.78,16.45,23.13,547.41,0.1,161.65,5.89
11370,18-03-2022 18:30,121.38,143.91,19.36,41.48,747.68,0.01,223.16,7.16
11371,18-03-2022 19:30,142.1,169.29,19.71,49.11,807.76,0,226.02,8.23
11372,18-03-2022 20:30,128.48,158.57,19.54,48.16,761.03,0,185.97,8.74
11373,18-03-2022 21:30,109.18,139.56,19.71,45.78,714.3,0,150.2,9.12
11374,18-03-2022 22:30,96.16,124.99,18.51,42.92,667.57,0,130.18,8.99
11375,18-03-2022 23:30,85.36,110.71,15.25,37.19,587.46,0,123.02,7.79
11376,19-03-2022 00:30,78.39,99.93,12.34,30.99,534.06,0,113.01,7.54
11377,19-03-2022 01:30,77.24,97.17,10.62,27.18,527.38,0,98.71,8.87
11378,19-03-2022 02:30,78.71,98.61,10.28,25.27,540.73,0,85.12,10.13
11379,19-03-2022 03:30,80.79,101.23,10.02,23.13,554.08,0,76.53,11.02
11380,19-03-2022 04:30,82.99,103.87,9.68,19.55,554.08,0,72.24,11.27
11381,19-03-2022 05:30,85.72,106.98,10.45,15.5,567.44,0,67.23,11.65
11382,19-03-2022 06:30,90.58,113.14,16.45,14.31,660.9,0,55.07,12.67
11383,19-03-2022 07:30,95.69,121.28,29.47,16.45,867.84,0.27,35.41,13.81
11384,19-03-2022 08:30,93.41,120.22,32.22,18.36,934.6,3.74,37.55,12.54
11385,19-03-2022 09:30,84.05,108.9,21.93,20.5,774.38,3.63,76.53,9.37
11386,19-03-2022 10:30,85.91,111.57,16.79,20.74,727.65,2.29,127.32,9.5
11387,19-03-2022 11:30,90.05,116.13,10.2,19.31,674.25,0.94,188.83,9.63
11388,19-03-2022 12:30,50.11,64.51,2.87,12.76,333.79,0.26,161.65,1.87
11389,19-03-2022 13:30,37.79,49.98,2.44,9.06,287.06,0.17,143.05,1.52
11390,19-03-2022 14:30,33.63,45.05,2.74,7.87,277.04,0.09,134.47,1.66
11391,19-03-2022 15:30,35.61,47.51,3.9,8.34,293.73,0.1,130.18,2.06
11392,19-03-2022 16:30,67.38,81.81,5.31,14.42,390.53,0.14,171.66,2.34
11393,19-03-2022 17:30,137.45,155.86,10.97,47.21,614.17,0.14,240.33,2.09
11394,19-03-2022 18:30,156.67,178.74,15.25,63.9,674.25,0.04,237.46,2.25
11395,19-03-2022 19:30,117.1,139.38,13.88,43.87,560.76,0,183.11,2.98
11396,19-03-2022 20:30,80,100.5,13.02,27.42,447.27,0,134.47,3.58
11397,19-03-2022 21:30,66.87,86.4,14.22,24.56,433.92,0,107.29,4.43
11398,19-03-2022 22:30,64.06,83.03,15.08,24.8,447.27,0,91.55,4.94
11399,19-03-2022 23:30,64.94,82.72,14.39,23.37,440.6,0,82.97,4.75
11400,20-03-2022 00:30,65.98,82.37,12.34,20.5,427.25,0,78.68,4.5
11401,20-03-2022 01:30,66.63,82.36,10.54,18.36,420.57,0,75.82,4.81
11402,20-03-2022 02:30,65.92,80.96,9.34,16.69,417.23,0,75.1,5.07
11403,20-03-2022 03:30,62.97,76.66,8.14,14.78,400.54,0,78.68,5.07
11404,20-03-2022 04:30,57.12,69.63,6.94,12.16,373.84,0,83.68,5.26
11405,20-03-2022 05:30,51.26,63.06,6.6,9.78,357.15,0,85.12,5.7
11406,20-03-2022 06:30,48.92,61.39,10.97,9.54,417.23,0,75.1,7.73
11407,20-03-2022 07:30,53.36,69.24,26.05,11.8,640.87,0.05,50.07,11.53
11408,20-03-2022 08:30,60.52,80.72,42.84,15.14,934.6,2.46,25.03,15.2
11409,20-03-2022 09:30,69.95,93.84,44.55,19.07,1201.63,10.17,23.96,17.99
11410,20-03-2022 10:30,69.06,93.69,37.7,17.17,1134.87,8.72,57.94,14.82
11411,20-03-2022 11:30,58.85,80.14,21.59,11.8,767.71,3.02,134.47,9.63
11412,20-03-2022 12:30,37.77,51.58,3.47,5.19,310.42,0.34,137.33,2.41
11413,20-03-2022 13:30,36.96,50.32,2.96,4.83,287.06,0.19,133.04,1.82
11414,20-03-2022 14:30,38.77,52.11,3.17,6.26,290.39,0.08,131.61,1.6
11415,20-03-2022 15:30,42.27,55.83,3.77,8.58,297.07,0.06,130.18,1.41
11416,20-03-2022 16:30,48.55,63.29,5.18,11.09,323.77,0.15,135.9,1.5
11417,20-03-2022 17:30,55.83,71.5,6.43,11.92,350.48,0.14,147.34,1.76
11418,20-03-2022 18:30,73.83,94.67,8.48,17.88,420.57,0.03,167.37,2.34
11419,20-03-2022 19:30,98.39,135.03,11.31,30.04,514.03,0,178.81,3.55
11420,20-03-2022 20:30,96.25,148.86,12.68,32.9,520.71,0,151.63,4.18
11421,20-03-2022 21:30,80.84,139.34,13.37,25.99,494,0,111.58,4.81
11422,20-03-2022 22:30,71.87,129.91,14.39,20.5,487.33,0,83.68,5.64
11423,20-03-2022 23:30,69.29,124.83,15.08,18.6,480.65,0,70.1,5.57
11424,21-03-2022 00:30,68.64,121.05,14.57,18.12,467.3,0,63.66,5.07
11425,21-03-2022 01:30,68.93,119.24,14.22,18.36,460.62,0,57.94,5.32
11426,21-03-2022 02:30,69.33,118.28,13.71,18.12,453.95,0,52.21,5.51
11427,21-03-2022 03:30,70.67,118.53,13.71,16.45,460.62,0,45.42,6.02
11428,21-03-2022 04:30,73.23,121.15,14.39,14.19,480.65,0,37.91,7.16
11429,21-03-2022 05:30,76.83,125.52,16.79,12.76,527.38,0.01,30.76,8.49
11430,21-03-2022 06:30,83.48,134.22,24.68,13.71,674.25,0.21,19.31,10.89
11431,21-03-2022 07:30,93.66,145.95,37.7,17.64,947.95,2.65,6.08,13.43
11432,21-03-2022 08:30,94.21,141.16,42.84,23.13,1094.82,6.2,13.23,12.67
11433,21-03-2022 09:30,72.82,104.43,30.5,30.52,781.06,2.6,62.94,8.23
11434,21-03-2022 10:30,69.7,99.58,24.68,29.56,720.98,2.91,90.12,7.85
11435,21-03-2022 11:30,64.92,94.18,13.19,20.5,560.76,1.41,128.75,6.9
11436,21-03-2022 12:30,41.17,67.14,3,10.37,307.08,0.27,131.61,2.66
11437,21-03-2022 13:30,36.9,59.84,2.83,8.94,287.06,0.19,127.32,2.15
11438,21-03-2022 14:30,36.18,57.62,3.56,8.82,290.39,0.13,124.45,2.28
11439,21-03-2022 15:30,37.09,58.04,7.28,10.73,330.45,0.17,114.44,3.26
11440,21-03-2022 16:30,38.08,59.23,12.85,11.92,393.87,0.34,100.14,4.62
11441,21-03-2022 17:30,43.51,66.51,18.51,13.71,467.3,0.3,97.27,5.45
11442,21-03-2022 18:30,65.56,97.33,23.99,22.65,594.14,0.07,108.72,6.33
11443,21-03-2022 19:30,104.79,152.69,27.42,38.15,754.36,0,121.59,7.41
11444,21-03-2022 20:30,147.46,216.19,29.13,53.41,907.9,0,125.89,8.23
11445,21-03-2022 21:30,164.91,247.3,34.62,51.98,1094.82,0,98.71,12.03
11446,21-03-2022 22:30,159.58,247.66,40.1,41.01,1201.63,0,63.66,15.33
11447,21-03-2022 23:30,140.06,225.7,39.41,30.04,1121.52,0,46.49,15.33
11448,22-03-2022 00:30,122.9,201.57,32.9,22.17,947.95,0,43.27,14.31
11449,22-03-2022 01:30,118.08,191.04,25.36,18.36,854.49,0,44.7,15.07
11450,22-03-2022 02:30,119.64,188.48,20.39,16.45,821.11,0,45.42,16.47
11451,22-03-2022 03:30,123.06,188.76,17.48,18.84,781.06,0,51.5,21.28
