index,datetime,pm2_5,pm10,no2,so2,co,no,o3,nh3
0,27-11-2020 00:30,83.16,92.36,16.79,7.87,594.14,0,70.1,14.06
1,27-11-2020 01:30,90.66,99.77,14.91,7.63,594.14,0,67.23,14.31
2,27-11-2020 02:30,97.52,106.75,13.37,7.75,607.49,0,62.94,12.79
3,27-11-2020 03:30,101.66,111.12,12.51,7.75,614.17,0,57.22,11.4
4,27-11-2020 04:30,103.59,113.04,12.51,7.51,627.52,0,52.21,10.13
5,27-11-2020 05:30,105.5,115.07,14.57,7.75,660.9,0,45.78,9.12
6,27-11-2020 06:30,109.98,120.72,21.94,9.54,774.38,0.02,37.55,10.51
7,27-11-2020 07:30,120.74,134.52,38.04,13.47,1014.71,0.28,25.03,15.45
8,27-11-2020 08:30,127.73,141.48,40.78,16.21,1028.06,1.9,34.69,16.09
9,27-11-2020 09:30,123.79,133.64,22.96,17.41,767.71,2.4,72.24,11.15
10,27-11-2020 10:30,109.72,116.92,13.02,15.74,614.17,2.29,89.41,8.87
11,27-11-2020 11:30,94.53,99.93,7.97,13.47,507.36,1.5,101.57,7.66
12,27-11-2020 12:30,50.01,52.65,3.43,6.91,353.81,0.71,85.83,4.43
13,27-11-2020 13:30,30.66,32.37,2.72,4.77,307.08,0.6,73.67,3.29
14,27-11-2020 14:30,24.93,26.29,2.55,3.87,300.41,0.5,72.24,2.95
15,27-11-2020 15:30,24.2,25.6,3.51,4.47,310.42,0.59,71.53,3.1
16,27-11-2020 16:30,25.37,27.11,5.57,5.36,333.79,0.65,71.53,3.71
17,27-11-2020 17:30,28.54,30.68,8.23,5.84,363.83,0.29,71.53,4.18
18,27-11-2020 18:30,35.25,38.01,9.68,6.5,393.87,0,73.67,4.62
19,27-11-2020 19:30,47.46,51.3,10.63,7.75,440.6,0,77.25,5.32
20,27-11-2020 20:30,60.91,65.7,10.54,8.7,473.98,0,82.97,5.7
21,27-11-2020 21:30,73.9,79.04,9.85,9.18,480.65,0,87.26,5.57
22,27-11-2020 22:30,86.68,91.68,8.57,9.18,460.63,0,88.69,4.62
23,27-11-2020 23:30,94.67,98.63,7.11,9.06,423.91,0,88.69,3.2
24,28-11-2020 00:30,90.97,93.62,5.1,7.99,383.85,0,87.26,1.84
25,28-11-2020 01:30,88.79,91.25,4.03,7.27,367.17,0,85.83,1.58
26,28-11-2020 02:30,92.22,95.01,3.77,7.75,370.5,0,86.55,1.62
27,28-11-2020 03:30,92.21,94.75,3.86,8.23,373.84,0,85.12,2.01
28,28-11-2020 04:30,87.13,89.16,4.16,8.35,377.18,0,80.11,2.53
29,28-11-2020 05:30,81.27,82.97,4.71,8.35,380.52,0,74.39,2.76
30,28-11-2020 06:30,77.91,79.86,6,8.58,397.21,0,70.1,3.23
31,28-11-2020 07:30,76.67,79.32,8.4,9.54,427.25,0,66.52,3.96
32,28-11-2020 08:30,72.6,75.37,9.43,10.25,440.6,0.03,66.52,4.12
33,28-11-2020 09:30,61.44,63.61,7.11,9.66,407.22,0.11,70.81,3.42
34,28-11-2020 10:30,57.11,59.08,5.83,9.42,397.21,0.17,75.1,3.33
35,28-11-2020 11:30,57.85,59.83,4.76,8.7,387.19,0.2,80.11,3.2
36,28-11-2020 12:30,50.04,51.74,4.07,7.75,383.85,0.26,83.69,2.85
37,28-11-2020 13:30,43.6,45.14,4.46,7.51,390.53,0.22,83.69,2.79
38,28-11-2020 14:30,42.19,43.72,5.1,7.87,400.54,0.16,83.69,3.1
39,28-11-2020 15:30,42.14,43.78,6.77,9.66,427.25,0.12,82.97,3.74
40,28-11-2020 16:30,45.82,47.75,9.25,12.4,473.98,0.08,83.69,4.43
41,28-11-2020 17:30,54.04,56.53,12,14.07,534.06,0.02,82.97,5.07
42,28-11-2020 18:30,62.2,65.27,12.68,13.71,574.11,0,79.39,5.95
43,28-11-2020 19:30,62.46,65.93,12.34,12.52,614.17,0,74.39,7.03
44,28-11-2020 20:30,58.81,62.41,11.48,11.56,634.19,0,71.53,7.79
45,28-11-2020 21:30,53.69,57.1,10.11,10.37,627.52,0,70.1,7.73
46,28-11-2020 22:30,48.96,51.98,9,9.18,607.49,0,68.67,7.16
47,28-11-2020 23:30,44.19,46.51,7.88,7.99,567.44,0,67.95,5.95
48,29-11-2020 00:30,39.94,41.57,6.68,6.97,527.38,0,67.95,4.81
49,29-11-2020 01:30,35.34,36.73,6,6.86,507.36,0,67.23,4.37
50,29-11-2020 02:30,34.61,36.01,5.66,6.74,500.68,0,66.52,4.31
51,29-11-2020 03:30,36.06,37.65,5.74,6.97,500.68,0,63.66,4.43
52,29-11-2020 04:30,38.18,40.09,6.43,7.87,514.03,0,59.37,4.56
53,29-11-2020 05:30,38.74,40.99,7.54,8.58,527.38,0,53.64,4.56
54,29-11-2020 06:30,38.65,41.47,9.6,9.78,567.44,0,47.21,4.88
55,29-11-2020 07:30,37.85,41.43,13.37,11.8,640.87,0.03,40.77,5.64
56,29-11-2020 08:30,33.75,37.35,13.88,13.35,667.57,1.13,41.49,5.7
57,29-11-2020 09:30,25.33,27.87,9.17,11.21,574.11,1.51,57.22,4.43
58,29-11-2020 10:30,22.06,24.13,6.77,10.01,507.36,1.08,70.81,4.18
59,29-11-2020 11:30,21.95,23.81,5.57,9.18,480.65,0.75,80.82,3.93
60,29-11-2020 12:30,18.47,19.91,4.33,7.57,433.92,0.52,85.12,3.29
61,29-11-2020 13:30,15.8,16.99,4.11,6.97,410.56,0.44,84.4,3.01
62,29-11-2020 14:30,15.02,16.14,4.24,6.8,400.54,0.38,82.97,2.98
63,29-11-2020 15:30,18.41,20.19,9.08,10.01,467.3,0.87,80.11,4.81
64,29-11-2020 16:30,23.41,26.11,16.45,13.71,574.11,1.27,73.67,7.03
65,29-11-2020 17:30,25.92,29.31,22.96,14.42,654.22,0.71,62.23,8.04
66,29-11-2020 18:30,36.06,43.29,41.81,14.54,934.6,0.13,29.68,13.3
67,29-11-2020 19:30,61.33,75.15,53.47,18.84,1455.31,5.03,3.26,21.53
68,29-11-2020 20:30,96.96,116.38,51.41,23.37,2029.42,17.21,0.07,28.63
69,29-11-2020 21:30,129.01,151.24,51.41,24.8,2429.96,21.91,0.02,30.4
70,29-11-2020 22:30,137.83,161,50.04,21.7,2456.67,21.01,0.02,24.32
71,29-11-2020 23:30,123.37,145.16,46.61,15.97,2162.93,17.21,0.05,16.21
72,30-11-2020 00:30,100.18,118.26,42.5,10.85,1762.39,11.06,0.21,10.64
73,30-11-2020 01:30,85.87,101.64,37.36,9.89,1495.36,6.31,0.65,9.12
74,30-11-2020 02:30,75.65,89.8,31.53,9.54,1295.09,2.85,1.81,8.36
75,30-11-2020 03:30,70.67,84.37,27.08,9.06,1188.28,1.55,2.75,8.36
76,30-11-2020 04:30,69.49,83.31,23.99,9.42,1148.22,1.54,2.75,8.87
77,30-11-2020 05:30,71.44,85.75,22.62,10.49,1174.93,2.96,1.52,9.88
78,30-11-2020 06:30,78.69,94.78,22.62,13.59,1335.14,9.95,0.32,11.65
79,30-11-2020 07:30,103.05,125.04,23.99,19.31,1869.2,31.74,0.06,13.81
80,30-11-2020 08:30,121.61,146.26,28.1,23.6,2323.15,53.2,2.39,14.57
81,30-11-2020 09:30,74.91,86.7,33.93,27.9,1388.55,14.98,33.26,12.29
82,30-11-2020 10:30,60.14,67.45,23.31,25.51,961.3,5.14,81.54,11.4
83,30-11-2020 11:30,55.24,60.45,13.2,23.13,700.95,2.1,121.59,10.01
84,30-11-2020 12:30,39.93,42.84,5.36,13.11,473.98,0.73,124.45,5.51
85,30-11-2020 13:30,32.9,35.15,4.71,11.09,427.25,0.64,121.59,4.37
86,30-11-2020 14:30,30.68,32.82,5.31,11.33,423.91,0.65,120.16,4.37
87,30-11-2020 15:30,38.22,42.46,17.65,15.14,607.49,2.1,108.72,7.98
88,30-11-2020 16:30,51.34,58.71,39.76,19.79,947.95,3.86,82.97,12.79
89,30-11-2020 17:30,60.12,69.86,64.43,22.17,1255.04,2.88,43.99,15.96
90,30-11-2020 18:30,66.53,79.75,76.08,22.41,1482.01,2.15,9.3,20.01
91,30-11-2020 19:30,83.17,103.61,66.49,23.6,1815.8,13.41,0.32,26.09
92,30-11-2020 20:30,103.34,131.71,57.58,23.84,2109.53,22.58,0.02,27.61
93,30-11-2020 21:30,120.35,153.22,52.78,23.13,2269.75,23.69,0.01,24.83
94,30-11-2020 22:30,125.68,158.18,51.41,21.7,2269.75,21.01,0.02,21.28
95,30-11-2020 23:30,111.42,138.2,51.41,17.64,2002.72,16.09,0.05,16.72
96,01-12-2020 00:30,92.88,112.69,47.98,13.11,1642.23,10.51,0.13,11.91
97,01-12-2020 01:30,84.76,101.99,41.47,10.73,1468.66,7.82,0.32,9.63
98,01-12-2020 02:30,76.68,92.27,34.62,9.66,1281.74,4.47,0.91,8.99
99,01-12-2020 03:30,72.07,87.91,29.47,9.18,1174.93,3.05,1.14,9.25
100,01-12-2020 04:30,71.46,88.47,25.36,8.82,1134.87,3.8,0.71,9.12
101,01-12-2020 05:30,72.48,91.15,22.28,8.94,1148.22,6.87,0.24,9.25
102,01-12-2020 06:30,79.05,100.56,20.05,11.21,1295.09,15.87,0.04,10.51
103,01-12-2020 07:30,106.16,135.17,19.71,17.17,1869.2,42.92,0.02,14.19
104,01-12-2020 08:30,141.03,176.63,21.76,22.41,2616.88,81.36,0.82,16.72
105,01-12-2020 09:30,91.22,109.02,34.96,27.42,1548.77,28.39,16.45,15.07
106,01-12-2020 10:30,87.87,99.8,32.9,31.47,1134.87,10.06,58.65,14.06
107,01-12-2020 11:30,91.84,100.58,20.91,33.38,841.14,3.63,115.87,11.02
108,01-12-2020 12:30,76.64,82.15,7.11,23.37,494,0.83,137.33,5
109,01-12-2020 13:30,66.36,70.67,5.18,16.69,410.56,0.52,131.61,3.2
110,01-12-2020 14:30,60.07,63.88,5.27,13.47,380.52,0.42,124.45,3.07
111,01-12-2020 15:30,63.9,69.2,16.11,15.26,520.71,1.1,107.29,6.27
112,01-12-2020 16:30,75.72,83.69,36.33,20.98,827.79,2.18,82.97,11.15
113,01-12-2020 17:30,91.59,102.24,63.06,28.37,1214.98,1.5,50.78,16.09
114,01-12-2020 18:30,109.7,123.5,82.25,34.81,1615.52,0.24,21.1,21.03
115,01-12-2020 19:30,126.72,145.29,84.31,34.81,1895.9,1.98,6.08,24.83
116,01-12-2020 20:30,131.1,154.33,78.14,28.13,1895.9,2.57,4.2,25.59
117,01-12-2020 21:30,121.58,146.9,62.38,21.22,1642.23,0.92,8.85,24.83
118,01-12-2020 22:30,114.77,141.04,51.41,18.6,1495.36,0.64,10.1,25.08
119,01-12-2020 23:30,108.54,133.91,48.67,15.74,1388.55,0.95,7.33,23.56
120,02-12-2020 00:30,107.71,132.16,48.67,12.64,1375.2,2.49,2.66,21.53
121,02-12-2020 01:30,111.56,136.5,44.55,11.09,1415.25,4.25,0.82,20.01
122,02-12-2020 02:30,112.03,136.06,38.73,10.85,1348.5,3.74,1.04,17.48
123,02-12-2020 03:30,109.16,132.08,33.24,10.61,1241.68,2.63,1.57,15.96
124,02-12-2020 04:30,106.52,127.65,28.79,9.66,1161.58,2.1,2.1,12.16
125,02-12-2020 05:30,106.42,124.85,26.73,9.42,1121.52,2.74,1.81,9.12
126,02-12-2020 06:30,105.03,121.98,27.76,11.44,1121.52,5.2,1.38,9.63
127,02-12-2020 07:30,119.99,141.05,30.16,16.69,1455.31,19.67,0.51,13.93
128,02-12-2020 08:30,140.43,165.8,31.87,22.41,1922.61,42.47,3.89,18.49
129,02-12-2020 09:30,147.39,171.62,42.16,27.42,1976.01,38.89,15.02,20.77
130,02-12-2020 10:30,134.04,152.26,44.55,29.09,1508.71,16.76,50.78,19.25
131,02-12-2020 11:30,111.96,124.12,27.76,28.61,974.66,5.42,105.86,15.83
132,02-12-2020 12:30,77.55,83.12,6.94,20.74,433.92,0.91,141.62,5.76
133,02-12-2020 13:30,75.14,79.79,4.54,17.41,367.17,0.55,147.34,3.1
134,02-12-2020 14:30,72.8,77.41,4.46,15.74,350.48,0.5,147.34,2.91
135,02-12-2020 15:30,86.67,95.72,29.47,19.07,741.01,4.14,111.58,10.13
136,02-12-2020 16:30,107.37,121.77,61.69,22.89,1281.74,8.38,67.23,16.72
137,02-12-2020 17:30,126.33,145.84,95.96,26.23,1842.5,14.31,18.42,22.8
138,02-12-2020 18:30,140.53,164.68,94.59,30.04,2189.64,28.16,1.31,28.37
139,02-12-2020 19:30,144.05,171.69,76.77,27.66,2109.53,27.27,0.02,28.88
140,02-12-2020 20:30,135.08,162.74,65.12,22.41,1789.09,14.08,0.89,26.85
141,02-12-2020 21:30,98.96,116.42,37.36,17.17,1094.82,0.01,37.19,20.52
142,02-12-2020 22:30,94.68,111.23,32.9,17.17,1054.76,0,42.56,21.28
143,02-12-2020 23:30,96.7,112.32,36.33,15.97,1108.17,0,36.84,20.77
144,03-12-2020 00:30,95.68,109.07,36.33,13.59,1068.12,0.01,32.9,17.48
145,03-12-2020 01:30,93.93,106.15,30.5,12.16,1001.36,0,33.98,14.57
146,03-12-2020 02:30,91.19,102.72,24.33,11.44,907.9,0,36.12,13.43
147,03-12-2020 03:30,92.58,104.98,21.94,11.09,881.2,0,32.54,13.68
148,03-12-2020 04:30,97.24,111.57,22.62,10.97,921.25,0.02,24.32,13.68
149,03-12-2020 05:30,103.1,119.36,25.71,11.56,988.01,0.2,15.56,13.81
150,03-12-2020 06:30,112.49,131.63,31.87,14.66,1161.58,3.69,4.96,16.21
151,03-12-2020 07:30,141.18,168.12,34.27,23.37,1762.39,28.39,0.1,24.83
152,03-12-2020 08:30,177.3,211.58,35.99,32.9,2536.77,67.95,1.74,34.45
153,03-12-2020 09:30,179.82,210.5,47.98,36.24,2510.07,60.8,10.82,34.45
154,03-12-2020 10:30,169.43,192.61,56.21,36.24,2029.42,27.94,44.7,26.35
155,03-12-2020 11:30,151.32,166.46,38.04,38.15,1321.79,8.27,114.44,19
156,03-12-2020 12:30,94.69,100.72,8.4,27.66,527.38,1.1,164.51,7.47
157,03-12-2020 13:30,77.31,81.77,5.83,21.7,433.92,0.73,164.51,5.51
158,03-12-2020 14:30,70.97,75,6,19.31,420.57,0.73,163.08,4.94
159,03-12-2020 15:30,88.37,97.51,34.96,23.84,894.55,5.36,127.32,12.92
160,03-12-2020 16:30,123.37,140.08,78.83,29.56,1668.93,12.18,81.54,22.04
161,03-12-2020 17:30,153.71,176.94,126.12,32.9,2403.26,18.55,25.75,29.39
162,03-12-2020 18:30,175.09,205.09,131.61,36.24,2883.91,37.1,0.24,38
163,03-12-2020 19:30,191.37,230.22,111.04,33.85,3044.13,50.07,0,41.04
164,03-12-2020 20:30,193.16,239.02,91.85,28.13,2883.91,43.36,0,38
165,03-12-2020 21:30,167.43,207.3,80.88,22.89,2269.75,15.87,0.33,32.17
166,03-12-2020 22:30,143.37,176.35,67.17,20.5,1869.2,4.69,2.15,29.89
167,03-12-2020 23:30,120.25,147.68,55.52,16.93,1522.06,1.96,5.05,26.35
168,04-12-2020 00:30,104.72,127.25,48.67,13.59,1295.09,0.92,6.97,22.8
169,04-12-2020 01:30,101.74,121.93,42.84,12.4,1214.98,0.48,8.94,21.53
170,04-12-2020 02:30,101.79,119.66,35.64,12.16,1148.22,0.14,13.95,21.03
171,04-12-2020 03:30,103.55,120.51,30.16,11.8,1081.47,0.06,16.99,21.28
172,04-12-2020 04:30,106.28,123.51,27.76,12.28,1054.76,0.08,16.45,23.05
173,04-12-2020 05:30,111.88,130.07,29.47,14.78,1068.12,0.31,12.34,25.84
174,04-12-2020 06:30,123.81,144.6,36.33,20.98,1241.68,3.97,4.43,32.93
175,04-12-2020 07:30,156.44,185.43,40.78,33.38,1842.5,29.5,0.7,45.6
176,04-12-2020 08:30,198.06,235.95,46.61,46.73,2616.88,69.74,5.05,58.77
177,04-12-2020 09:30,215.96,250.6,64.43,49.11,2696.99,59.01,19.49,52.69
178,04-12-2020 10:30,223.74,249.76,69.23,41.96,2296.45,26.15,61.51,33.44
179,04-12-2020 11:30,200.99,217.2,41.13,37.67,1482.01,7.49,134.47,19.76
180,04-12-2020 12:30,127.04,133.65,8.23,24.56,540.73,1.01,173.09,3.83
181,04-12-2020 13:30,103.67,108.57,6,19.31,440.6,0.73,168.8,1.62
182,04-12-2020 14:30,93.23,97.64,6.34,17.88,417.23,0.75,164.51,1.65
183,04-12-2020 15:30,101.94,109.26,24.33,21.94,700.95,3.19,138.76,7.6
184,04-12-2020 16:30,127.77,140.26,58.95,28.85,1281.74,6.99,98.71,15.96
185,04-12-2020 17:30,152.72,169.64,101.45,32.9,1869.2,6.65,43.99,21.79
186,04-12-2020 18:30,179.4,201.69,126.12,35.29,2429.96,12.18,2.77,28.12
187,04-12-2020 19:30,212.18,242.16,113.79,36.72,2937.32,31.74,0.01,33.44
188,04-12-2020 20:30,241.7,281.01,106.93,36.72,3257.75,40.23,0,35.47
189,04-12-2020 21:30,261.83,305.82,97.33,34.33,3364.56,38,0,35.47
190,04-12-2020 22:30,258.87,302.95,83.63,28.61,3150.94,31.29,0,34.45
191,04-12-2020 23:30,222.9,261.08,69.23,19.55,2536.77,21.46,0.06,30.4
192,05-12-2020 00:30,177.61,206.6,59.63,12.16,1869.2,9.39,0.62,24.32
193,05-12-2020 01:30,144.65,166.69,47.98,8.7,1388.55,1.75,4.43,21.03
194,05-12-2020 02:30,121.1,138.71,34.62,7.45,1081.47,0.19,11.44,19.76
195,05-12-2020 03:30,107.23,122.96,26.73,6.86,934.6,0.09,13.95,19.51
196,05-12-2020 04:30,102.58,117.94,23.65,6.97,894.55,0.15,12.52,19.76
197,05-12-2020 05:30,103.82,119.18,24.68,7.63,921.25,0.46,8.85,19.25
198,05-12-2020 06:30,111.61,128.5,28.79,10.37,1068.12,3.33,3.4,20.52
199,05-12-2020 07:30,134.94,157.48,31.87,17.64,1508.71,20.56,0.11,27.87
200,05-12-2020 08:30,164.18,192.59,35.3,27.9,2082.82,47.83,1.79,38.51
201,05-12-2020 09:30,174.39,200.5,47.98,33.85,2082.82,39.79,13.77,39.52
202,05-12-2020 10:30,178.15,198.65,50.04,31.95,1789.09,19,47.92,28.12
203,05-12-2020 11:30,171.98,186.03,32.56,31.95,1255.04,6.31,111.58,19.51
204,05-12-2020 12:30,120.64,126.65,7.11,23.13,520.71,0.83,164.51,4.81
205,05-12-2020 13:30,107.45,112.21,4.54,18.84,427.25,0.5,168.8,1.74
206,05-12-2020 14:30,100.74,105.14,4.54,17.41,410.56,0.45,167.37,1.31
207,05-12-2020 15:30,103.75,109.72,15.59,18.84,567.44,1.59,147.34,5.19
208,05-12-2020 16:30,114.79,123.32,33.24,20.98,827.79,2.74,117.3,10.01
209,05-12-2020 17:30,123.85,134.72,52.09,21.22,1041.41,1.75,82.97,13.17
210,05-12-2020 18:30,133.03,147.18,61.69,20.98,1241.68,0.09,51.5,17.23
211,05-12-2020 19:30,150.02,170.03,65.8,21.94,1495.36,0.08,25.39,22.55
212,05-12-2020 20:30,166.09,192.19,65.12,21.94,1682.28,0.82,10.1,25.59
213,05-12-2020 21:30,178,207.64,58.95,21.22,1789.09,1.54,6.08,26.85
214,05-12-2020 22:30,180.89,209.91,50.72,18.6,1762.39,1.31,6.8,27.11
215,05-12-2020 23:30,163.2,186.94,42.84,13.71,1495.36,0.57,11.62,24.57
216,06-12-2020 00:30,134.66,151.44,33.24,9.66,1121.52,0.04,23.6,20.52
217,06-12-2020 01:30,118.15,131.54,26.73,8.82,934.6,0.01,29.68,18.75
218,06-12-2020 02:30,106.92,118.54,22.28,9.18,834.47,0,33.62,18.24
219,06-12-2020 03:30,100.45,111.45,19.71,9.18,787.74,0,33.98,18.49
220,06-12-2020 04:30,96.52,107.38,19.19,9.3,781.06,0,31.83,19
221,06-12-2020 05:30,95.02,105.98,20.91,9.89,807.76,0.01,28.61,19.76
222,06-12-2020 06:30,98.55,111.15,28.45,12.16,934.6,0.26,20.39,22.04
223,06-12-2020 07:30,118.42,136.54,43.18,17.88,1348.5,6.99,3.31,27.36
224,06-12-2020 08:30,140.77,164.07,44.55,23.13,1815.8,29.06,2.86,31.67
225,06-12-2020 09:30,146.95,168.92,46.61,26.7,1842.5,28.39,16.99,29.89
226,06-12-2020 10:30,144.27,161.17,42.5,27.9,1548.77,14.53,57.22,23.56
227,06-12-2020 11:30,125.92,136.67,24.68,27.9,1014.71,4.69,117.3,17.48
228,06-12-2020 12:30,80.19,84.6,5.06,18.36,420.57,0.69,150.2,5.45
229,06-12-2020 13:30,65.03,68.27,3.68,13.35,357.15,0.5,143.05,3.45
230,06-12-2020 14:30,58.05,60.9,3.64,11.33,337.12,0.47,137.33,3.26
231,06-12-2020 15:30,60.78,64.5,10.11,14.07,440.6,1.29,124.45,5.64
232,06-12-2020 16:30,71.81,77.4,23.99,19.31,660.9,2.32,107.29,9.88
233,06-12-2020 17:30,81.57,88.92,41.81,22.17,881.2,1.38,81.54,13.05
234,06-12-2020 18:30,101.73,113.58,71.29,25.27,1321.79,0.14,35.05,19.25
235,06-12-2020 19:30,135.75,154.58,86.37,28.61,1949.31,6.26,2.84,26.6
236,06-12-2020 20:30,167.21,193.27,78.83,28.85,2376.56,18.11,0.05,30.15
237,06-12-2020 21:30,186.05,216.54,71.97,26.23,2536.77,20.79,0.03,31.16
238,06-12-2020 22:30,189,221.43,63.75,21.46,2456.67,20.12,0.03,30.65
239,06-12-2020 23:30,163.73,192.31,53.47,14.42,2002.72,14.98,0.14,27.11
240,07-12-2020 00:30,126.7,147.44,45.24,9.42,1388.55,4.81,2.03,22.55
241,07-12-2020 01:30,107.15,123.03,37.01,9.42,1081.47,0.48,11.09,20.52
242,07-12-2020 02:30,96.48,109.24,27.76,10.01,907.9,0.02,24.68,18.24
243,07-12-2020 03:30,89.59,100.26,21.94,10.25,794.41,0,35.05,16.97
244,07-12-2020 04:30,87.53,97.28,19.54,10.61,747.68,0,38.98,16.72
245,07-12-2020 05:30,88.7,98.13,19.88,11.68,734.33,0,39.34,16.72
246,07-12-2020 06:30,95.26,105.89,25.71,14.19,827.79,0.04,33.62,17.99
247,07-12-2020 07:30,111.74,126.5,42.5,19.07,1134.87,1.12,15.38,21.79
248,07-12-2020 08:30,124.95,143.36,47.3,23.37,1428.6,12.18,10.64,24.83
249,07-12-2020 09:30,135.01,154.37,42.84,27.18,1562.12,20.34,24.32,26.09
250,07-12-2020 10:30,136.84,154.08,40.1,28.61,1441.96,14.19,51.5,24.57
251,07-12-2020 11:30,129.82,142.32,28.45,28.37,1081.47,5.92,104.43,20.01
252,07-12-2020 12:30,90.06,95.15,7.63,17.41,500.68,1.06,140.19,7.35
253,07-12-2020 13:30,74.91,78.55,5.18,12.88,410.56,0.69,140.19,4.56
254,07-12-2020 14:30,65.75,68.94,5.01,11.09,380.52,0.64,135.9,4.05
255,07-12-2020 15:30,68.24,72.76,13.71,14.19,514.03,1.84,121.59,6.97
256,07-12-2020 16:30,82.18,89.5,32.22,20.27,827.79,3.86,101.57,12.41
257,07-12-2020 17:30,95.33,105.11,55.52,24.32,1148.22,3.8,70.81,16.47
258,07-12-2020 18:30,105.81,118.07,70.6,25.75,1375.2,0.1,42.2,19.51
259,07-12-2020 19:30,110.54,125.18,62.38,22.17,1361.85,0,38.62,21.03
260,07-12-2020 20:30,109,125.27,48.67,17.41,1201.63,0,43.99,21.53
261,07-12-2020 21:30,100.1,115.46,35.3,15.02,1014.71,0,52.93,21.03
262,07-12-2020 22:30,94.07,107.86,29.47,15.26,934.6,0,58.65,20.52
263,07-12-2020 23:30,89.47,100.9,26.73,14.42,854.49,0,61.51,18.75
264,08-12-2020 00:30,83.66,92.39,23.31,12.16,734.33,0,61.51,16.47
265,08-12-2020 01:30,82.42,90.34,19.54,10.97,680.92,0,58.65,16.09
266,08-12-2020 02:30,84.09,92.02,16.97,10.61,660.9,0,55.79,16.72
267,08-12-2020 03:30,87.72,96.05,16.28,10.97,667.57,0,52.93,16.72
268,08-12-2020 04:30,92.5,101.34,16.62,11.8,687.6,0,50.07,16.21
269,08-12-2020 05:30,99.4,108.75,18.85,13.11,734.33,0,47.92,15.71
270,08-12-2020 06:30,111.89,123.16,26.73,16.21,867.84,0.01,40.41,16.72
271,08-12-2020 07:30,134.51,150.25,45.24,22.41,1214.98,0.92,23.6,21.53
272,08-12-2020 08:30,150.41,168.27,49.35,27.66,1468.66,9.61,25.03,23.05
273,08-12-2020 09:30,152.43,168.43,42.5,31.47,1388.55,10.62,46.49,21.53
274,08-12-2020 10:30,144.77,157.93,32.22,31.47,1174.93,7.26,81.54,19.25
275,08-12-2020 11:30,128.83,138.81,20.56,29.33,881.2,3.47,124.45,16.47
276,08-12-2020 12:30,78.14,82.8,6,15.74,453.95,0.82,138.76,6.52
277,08-12-2020 13:30,62.69,66.2,4.58,11.92,397.21,0.62,134.47,4.69
278,08-12-2020 14:30,60.81,64.18,4.71,11.56,387.19,0.58,135.9,4.5
279,08-12-2020 15:30,72.47,78.57,21.76,17.41,674.25,2.79,118.73,9.75
280,08-12-2020 16:30,94.92,105.49,52.09,25.27,1188.28,5.53,88.69,16.97
281,08-12-2020 17:30,110.78,125.29,87.74,28.13,1642.23,4.64,42.2,22.04
282,08-12-2020 18:30,115.1,133.58,101.45,26.46,1815.8,2.07,7.87,25.33
283,08-12-2020 19:30,118.29,140.96,86.37,24.32,1815.8,3.91,3.09,27.87
284,08-12-2020 20:30,121.65,147.38,74.71,22.17,1789.09,3.1,3.76,28.37
285,08-12-2020 21:30,131.54,160.08,67.86,21.46,1895.9,3.86,2.73,29.89
286,08-12-2020 22:30,139.94,172.02,62.38,21.46,1976.01,7.15,0.92,31.92
287,08-12-2020 23:30,126.94,157.23,56.89,19.55,1735.69,6.37,1.24,30.65
288,09-12-2020 00:30,105.89,131.12,50.72,16.45,1375.2,2.85,2.86,29.39
289,09-12-2020 01:30,93.22,115,40.44,13.59,1134.87,0.95,5.81,27.11
290,09-12-2020 02:30,86.79,106.08,31.19,11.44,988.01,0.36,8.85,24.57
291,09-12-2020 03:30,84.78,102.73,26.05,9.66,907.9,0.27,9.84,22.8
292,09-12-2020 04:30,89.04,106.32,24.68,9.54,921.25,0.29,10.1,20.77
293,09-12-2020 05:30,97.41,113.56,27.08,10.37,974.66,0.4,10.28,18.75
294,09-12-2020 06:30,104.45,119.05,32.56,13.23,1054.76,0.66,11.98,19.76
295,09-12-2020 07:30,119.86,137.56,44.55,18.6,1348.5,5.59,3.13,24.83
296,09-12-2020 08:30,130.01,150.11,45.93,23.6,1615.52,19.22,5.45,27.87
297,09-12-2020 09:30,121.7,139.73,41.81,26.46,1522.06,18.77,23.6,26.35
298,09-12-2020 10:30,105.32,119.54,34.27,26.46,1241.68,10.06,57.94,22.55
299,09-12-2020 11:30,90.54,100.96,22.28,25.99,921.25,4.08,107.29,18.49
300,09-12-2020 12:30,55.16,59.79,6.34,14.78,467.3,0.87,130.18,8.04
301,09-12-2020 13:30,45.85,49.15,4.67,11.68,387.19,0.62,131.61,5.13
302,09-12-2020 14:30,41.71,44.6,4.76,11.09,370.5,0.61,128.75,4.43
303,09-12-2020 15:30,44.17,47.86,11.82,15.26,467.3,1.37,120.16,6.4
304,09-12-2020 16:30,49.01,53.97,22.28,19.31,614.17,1.82,104.43,8.99
305,09-12-2020 17:30,49.36,55.28,31.87,18.6,700.95,0.81,80.82,10.13
306,09-12-2020 18:30,58.39,68.72,51.41,18.84,1001.36,0.06,39.7,15.45
307,09-12-2020 19:30,86.67,105.85,66.49,24.56,1602.17,5.48,4.07,24.83
308,09-12-2020 20:30,123.71,151.75,63.75,29.56,2243.04,21.91,0.03,32.17
309,09-12-2020 21:30,161.65,195.51,64.43,32.42,2777.1,31.29,0,36.99
